concept_id,concept_code,concept_name,domain_id,vocabulary_id
1,{EV},EIA value,Units,PCORnet
1,{FIU},fluorescent intensity unit,Units,PCORnet
1,{fraction},fraction,Units,PCORnet
1,{GAA_repeats},GAA trinucleotide repeats,Units,PCORnet
1,{genomes}/mL,genomes per milliliter,Units,PCORnet
1,{Globules}/[HPF],globules (drops)  per high power field,Units,PCORnet
1,{GPS'U},IgG antiphosphatidylserine unit,Units,PCORnet
1,{HA_titer},influenza hemagglutination titer,Units,PCORnet
1,{IFA_index},immunofluorescence assay index,Units,PCORnet
1,{IFA_titer},Immunofluorescence assay titer,Units,PCORnet
1,{ImmuneComplex'U},immune complex unit,Units,PCORnet
1,{index_val},index value,Units,PCORnet
1,{index},index value,Units,PCORnet
1,{INR},international normalized ratio,Units,PCORnet
1,{ISR},immune status ratio,Units,PCORnet
1,{JDF'U},Juvenile Diabetes Foundation unit,Units,PCORnet
1,{JDF'U}/L,Juvenile Diabetes Foundation unit per liter,Units,PCORnet
1,{KCT'U},kaolin clotting time,Units,PCORnet
1,{KRONU'U}/mL,Kronus unit per milliliter,Units,PCORnet
1,{Log_copies}/mL,log (base 10) copies per milliliter,Units,PCORnet
1,{Log_IU},log (base 10) international unit,Units,PCORnet
1,{Log_IU}/mL,log (base 10) international unit per milliliter,Units,PCORnet
1,{Log},log base 10,Units,PCORnet
1,{Lyme_index_value},Lyme index value,Units,PCORnet
1,{M.o.M},multiple of the median,Units,PCORnet
1,{minidrop}/min,minidrop per minute,Units,PCORnet
1,{minidrop}/s,minidrop per second,Units,PCORnet
1,{mm/dd/yyyy},month-day-year,Units,PCORnet
1,{MPS'U},IgM antiphosphatidylserine unit,Units,PCORnet
1,{MPS'U}/mL,IgM antiphosphatidylserine unit per milliliter,Units,PCORnet
1,{mutation},mutation,Units,PCORnet
1,{OD_unit},optical density unit,Units,PCORnet
1,{Pan_Bio'U},panbio unit,Units,PCORnet
1,{percentile},percentile,Units,PCORnet
1,{phenotype},phenotype,Units,PCORnet
1,{ratio},ratio,Units,PCORnet
1,{RBC}/uL,red blood cell per microliter,Units,PCORnet
1,{rel_saturation},relative saturation,Units,PCORnet
1,{risk},risk,Units,PCORnet
1,{Rubella_virus},rubella virus,Units,PCORnet
1,{s_co_ratio},signal to cutoff ratio,Units,PCORnet
1,{saturation},saturation,Units,PCORnet
1,{score},score,Units,PCORnet
1,{shift},shift,Units,PCORnet
1,{spermatozoa}/mL,spermatozoa per milliliter,Units,PCORnet
1,{STDV},standard deviation,Units,PCORnet
1,{titer},titer,Units,PCORnet
1,{TmStp},time stamp,Units,PCORnet
1,{Tscore},t score,Units,PCORnet
1,{TSI_index},thyroid-stimulating immunoglobulin index,Units,PCORnet
1,{WBCs},white blood cells,Units,PCORnet
1,{yyyy},year,Units,PCORnet
1,{Zscore},z score,Units,PCORnet
1,10*12/L,trillion per liter,Units,PCORnet
1,10*3,thousand,Units,PCORnet
1,10*3/L,thousand per liter,Units,PCORnet
1,10*3/mL,thousand per milliliter,Units,PCORnet
1,10*3/uL,thousand per microliter,Units,PCORnet
1,10*3{copies}/mL,thousand copies per milliliter,Units,PCORnet
1,10*3{RBCs},thousand red blood cells,Units,PCORnet
1,10*4/uL,10 thousand per microliter,Units,PCORnet
1,10*5,one hundred thousand,Units,PCORnet
1,10*6,million,Units,PCORnet
1,10*6.[CFU]/L,million colony forming unit per liter,Units,PCORnet
1,10*6.[IU],million international unit,Units,PCORnet
1,10*6/(24.h),million per 24 hour,Units,PCORnet
1,10*6/kg,million per kilogram,Units,PCORnet
1,10*6/L,million per liter,Units,PCORnet
1,10*6/mL,million per milliliter,Units,PCORnet
1,10*6/uL,million per microliter,Units,PCORnet
1,10*8,100 million,Units,PCORnet
1,10*9/L,billion per liter,Units,PCORnet
1,10*9/mL,billion per milliliter,Units,PCORnet
1,10*9/uL,billion per microliter,Units,PCORnet
1,10.L/(min.m2),10 liter per minute per square meter,Units,PCORnet
1,10.L/min,10 liter per minute,Units,PCORnet
1,10.uN.s/(cm5.m2),10 micronewton second per centimeter to the fifth power per square meter,Units,PCORnet
1,24.h,24 hour,Units,PCORnet
1,A,ampere,Units,PCORnet
1,a,year,Units,PCORnet
1,A/m,ampere per meter,Units,PCORnet
1,ag/{cell},attogram per cell,Units,PCORnet
1,atm,atmosphere,Units,PCORnet
1,bar,bar,Units,PCORnet
1,Bq,Becquerel,Units,PCORnet
1,cal,calorie,Units,PCORnet
1,Cel,degree Celsius,Units,PCORnet
1,cg,centigram,Units,PCORnet
1,cL,centiliter,Units,PCORnet
1,cm,centimeter,Units,PCORnet
1,cm/m2,centimeter per square meter,Units,PCORnet
1,cm/s,centimeter per second,Units,PCORnet
1,cm[H2O],centimeter of water,Units,PCORnet
1,cm[H2O]/L/s,centimeter of water per liter per second,Units,PCORnet
1,cm[H2O]/s/m,centimeter of water per second per meter,Units,PCORnet
1,cm[Hg],centimeter of mercury,Units,PCORnet
1,cm2,square centimeter,Units,PCORnet
1,cm2/s,square centimeter per second,Units,PCORnet
1,cm3,cubic centimeter,Units,PCORnet
1,cP,centipoise,Units,PCORnet
1,cSt,centistoke,Units,PCORnet
1,d,day,Units,PCORnet
1,d/(7.d),day per 7 day,Units,PCORnet
1,d/wk,days per week,Units,PCORnet
1,daL/min,dekaliter per minute,Units,PCORnet
1,daL/min/m2,dekaliter per minute per square meter,Units,PCORnet
1,dB,decibel,Units,PCORnet
1,deg,degree (plane angle),Units,PCORnet
1,deg/s,degree per second,Units,PCORnet
1,dg,decigram,Units,PCORnet
1,dL,deciliter,Units,PCORnet
1,dL/day,deciliter per day,Units,PCORnet
1,dL/h,deciliter per hour,Units,PCORnet
1,dL/min,deciliter per minute,Units,PCORnet
1,dm,decimeter,Units,PCORnet
1,dm2/s2,square decimeter per square second,Units,PCORnet
1,dyn.s/(cm.m2),dyne second per centimeter per square meter,Units,PCORnet
1,dyn.s/cm,dyne second per centimeter,Units,PCORnet
1,eq,equivalent,Units,PCORnet
1,eq/L,equivalent per liter,Units,PCORnet
1,eq/mL,equivalent per milliliter,Units,PCORnet
1,eq/mmol,equivalent per millimole,Units,PCORnet
1,eq/umol,equivalent per micromole,Units,PCORnet
1,erg,erg,Units,PCORnet
1,eV,electron Volt,Units,PCORnet
1,F,Farad,Units,PCORnet
1,fg,femtogram,Units,PCORnet
1,fL,femtoliter,Units,PCORnet
1,fm,femtometer,Units,PCORnet
1,fmol,femtomole,Units,PCORnet
1,fmol/g,femtomole per gram,Units,PCORnet
1,fmol/L,femtomole per liter,Units,PCORnet
1,fmol/mg,femtomole per milligram,Units,PCORnet
1,fmol/mg{cyt_prot},femtomole per milligram of cytosol protein,Units,PCORnet
1,fmol/mg{prot},femtomole per milligram of protein,Units,PCORnet
1,fmol/mL,femtomole per milliliter,Units,PCORnet
1,g,gram,Units,PCORnet
1,g.m,gram meter,Units,PCORnet
1,g.m/{beat},gram meter per heart beat,Units,PCORnet
1,g/(100.g),gram per 100 gram,Units,PCORnet
1,g/(12.h),gram per 12 hour,Units,PCORnet
1,g/(24.h),gram per 24 hour,Units,PCORnet
1,g/(3.d),gram per 3 days,Units,PCORnet
1,g/(4.h),gram per 4 hour,Units,PCORnet
1,g/(48.h),gram per 48 hour,Units,PCORnet
1,g/(5.h),gram per 5 hour,Units,PCORnet
1,g/(6.h),gram per 6 hour,Units,PCORnet
1,g/(72.h),gram per 72 hour,Units,PCORnet
1,g/(8.h){shift},gram per 8 hour shift,Units,PCORnet
1,g/{specimen},gram per specimen,Units,PCORnet
1,g/{total_output},gram per total output,Units,PCORnet
1,g/{total_weight},gram per total weight,Units,PCORnet
1,g/cm2,gram per square centimeter,Units,PCORnet
1,g/cm3,gram per cubic centimeter,Units,PCORnet
1,g/d,gram per day,Units,PCORnet
1,g/dL,gram per deciliter,Units,PCORnet
1,g/g,gram per gram,Units,PCORnet
1,g/g{creat},gram per gram of creatinine,Units,PCORnet
1,g/g{globulin},gram per gram of globulin,Units,PCORnet
1,g/g{tissue},gram per gram of tissue,Units,PCORnet
1,g/h,gram per hour,Units,PCORnet
1,g/h/m2,gram per hour per square meter,Units,PCORnet
1,g/kg,gram per kilogram,Units,PCORnet
1,g/kg/(8.h),gram per  kilogram per 8 hour,Units,PCORnet
1,g/kg/(8.h){shift},gram per kilogram per 8 hour shift,Units,PCORnet
1,g/kg/d,gram per kilogram per day,Units,PCORnet
1,g/kg/h,gram per kilogram per hour,Units,PCORnet
1,g/kg/min,gram per kilogram per minute,Units,PCORnet
1,g/L,gram per liter,Units,PCORnet
1,g/m2,gram per square meter,Units,PCORnet
1,g/mg,gram per milligram,Units,PCORnet
1,g/min,gram per minute,Units,PCORnet
1,g/mL,gram per milliliter,Units,PCORnet
1,g/mmol,gram per millimole,Units,PCORnet
1,g/mol{creat},gram per mole of creatinine,Units,PCORnet
1,g{creat},gram of creatinine,Units,PCORnet
1,g{Hb},gram of hemoglobin,Units,PCORnet
1,g{total_nit},gram of total nitrogen,Units,PCORnet
1,g{total_prot},gram of total protein,Units,PCORnet
1,g{wet_tissue},gram of wet tissue,Units,PCORnet
1,Gy,Gray,Units,PCORnet
1,H,Henry,Units,PCORnet
1,h,hour,Units,PCORnet
1,h/d,hour per day,Units,PCORnet
1,h/wk,hour per week,Units,PCORnet
1,Hz,Hertz,Units,PCORnet
1,J,joule,Units,PCORnet
1,J/L,joule per liter,Units,PCORnet
1,K,degree Kelvin,Units,PCORnet
1,K/W,degree Kelvin per Watt,Units,PCORnet
1,k[IU]/L,kilo international unit per liter,Units,PCORnet
1,k[IU]/mL,kilo international unit per milliliter,Units,PCORnet
1,kat,katal,Units,PCORnet
1,kat/kg,katal per kilogram,Units,PCORnet
1,kat/L,katal per liter,Units,PCORnet
1,kcal,kilocalorie,Units,PCORnet
1,kcal/(24.h),kilocalorie per 24 hour,Units,PCORnet
1,kcal/[oz_av],kilocalorie per ounce (US & British),Units,PCORnet
1,kcal/d,kilocalorie per day,Units,PCORnet
1,kcal/dL,kilocalorie per deciliter,Units,PCORnet
1,kcal/h,kilocalorie per hour,Units,PCORnet
1,kcal/kg,kilocalorie per kilogram,Units,PCORnet
1,kcal/kg/(24.h),kilocalorie per kilogram per 24 hour,Units,PCORnet
1,kg,kilogram,Units,PCORnet
1,kg.m/s,kilogram meter per second,Units,PCORnet
1,kg/(s.m2),kilogram per second per square meter,Units,PCORnet
1,kg/d,kilogram per day,Units,PCORnet
1,kg/h,kilogram per hour,Units,PCORnet
1,kg/L,kilogram per liter,Units,PCORnet
1,kg/m2,kilogram per square meter,Units,PCORnet
1,kg/m3,kilogram per cubic meter,Units,PCORnet
1,kg/min,kilogram per minute,Units,PCORnet
1,kg/mol,kilogram per mole,Units,PCORnet
1,kg/s,kilogram per second,Units,PCORnet
1,kL,kiloliter,Units,PCORnet
1,km,kilometer,Units,PCORnet
1,kPa,kilopascal,Units,PCORnet
1,ks,kilosecond,Units,PCORnet
1,kU,kilo enzyme unit,Units,PCORnet
1,kU/g,kilo enzyme unit per gram,Units,PCORnet
1,kU/L,kilo enzyme unit per liter,Units,PCORnet
1,kU/L{class},kilo enzyme unit per liter class,Units,PCORnet
1,kU/mL,kilo enzyme unit per milliliter,Units,PCORnet
1,L,liter,Units,PCORnet
1,L/(24.h),liter per 24 hour,Units,PCORnet
1,L/(8.h),liter per 8 hour,Units,PCORnet
1,L/(min.m2),liter per minute per square meter,Units,PCORnet
1,L/d,liter per day,Units,PCORnet
1,L/h,liter per hour,Units,PCORnet
1,L/kg,liter per kilogram,Units,PCORnet
1,L/L,liter per liter,Units,PCORnet
1,L/min,liter per minute,Units,PCORnet
1,L/min/m2,liter per minute per sqaure meter,Units,PCORnet
1,L/s,liter per second,Units,PCORnet
1,L/s/s2,liter per second per square second,Units,PCORnet
1,lm,lumen,Units,PCORnet
1,lm.m2,lumen square meter,Units,PCORnet
1,m,meter,Units,PCORnet
1,m/s,meter per second,Units,PCORnet
1,m/s2,meter per square second,Units,PCORnet
1,m[IU]/L,milli international unit per liter,Units,PCORnet
1,m[IU]/mL,milli  international unit per milliliter,Units,PCORnet
1,m2,square meter,Units,PCORnet
1,m2/s,square meter per second,Units,PCORnet
1,m3/s,cubic meter per second,Units,PCORnet
1,mA,milliampere,Units,PCORnet
1,mbar,millibar,Units,PCORnet
1,mbar.s/L,millibar second per liter,Units,PCORnet
1,mbar/L/s,millibar per liter per second,Units,PCORnet
1,mcg/mL,millicentigram per milliliter,Units,PCORnet
1,meq,milliequivalent,Units,PCORnet
1,meq/(2.h),milliequivalent per 2 hour,Units,PCORnet
1,meq/(24.h),milliequivalent per 24 hour,Units,PCORnet
1,meq/(8.h),milliequivalent per 8 hour,Units,PCORnet
1,meq/{specimen},milliequivalent per specimen,Units,PCORnet
1,meq/{total_volume},milliequivalent per total volume,Units,PCORnet
1,meq/d,milliequivalent per day,Units,PCORnet
1,meq/dL,milliequivalent per deciliter,Units,PCORnet
1,meq/g,milliequivalent per gram,Units,PCORnet
1,meq/g{creat},milliequivalent per gram of creatinine,Units,PCORnet
1,meq/h,milliequivalent per hour,Units,PCORnet
1,meq/kg,milliequivalent per kilogram,Units,PCORnet
1,meq/kg/h,milliequivalent per kilogram per hour,Units,PCORnet
1,meq/L,milliequivalent per liter,Units,PCORnet
1,meq/m2,milliequivalent per square meter,Units,PCORnet
1,meq/min,milliequivalent per minute,Units,PCORnet
1,meq/mL,milliequivalent per milliliter,Units,PCORnet
1,mg,milligram,Units,PCORnet
1,mg/(10.h),milligram per 10 hour,Units,PCORnet
1,mg/(12.h),milligram per 12 hour,Units,PCORnet
1,mg/(2.h),milligram per 2 hour,Units,PCORnet
1,mg/(24.h),milligram per 24 hour,Units,PCORnet
1,mg/(6.h),milligram per 6 hour,Units,PCORnet
1,mg/(72.h),milligram per 72 hour,Units,PCORnet
1,mg/(8.h),milligram per 8 hour,Units,PCORnet
1,mg/{collection},milligram per collection,Units,PCORnet
1,mg/{specimen},milligram per specimen,Units,PCORnet
1,mg/{total_output},milligram per total output,Units,PCORnet
1,mg/{total_volume},milligram per total volume,Units,PCORnet
1,mg/d,milligram per day,Units,PCORnet
1,mg/d/{1.73_m2},milligram per day per 1.73 square meter,Units,PCORnet
1,mg/dL,milligram per deciliter,Units,PCORnet
1,mg/dL{RBCs},milligram per deciliter of red blood cells,Units,PCORnet
1,mg/g,milligram per gram,Units,PCORnet
1,mg/g{creat},milligram per gram of creatinine,Units,PCORnet
1,mg/g{dry_tissue},milligram per gram of dry tissue,Units,PCORnet
1,mg/g{feces},milligram per gram of feces,Units,PCORnet
1,mg/g{tissue},milligram per gram of tissue,Units,PCORnet
1,mg/g{wet_tissue},milligram per gram of wet tissue,Units,PCORnet
1,mg/h,milligram per hour,Units,PCORnet
1,mg/kg,milligram per kilogram,Units,PCORnet
1,mg/kg/(8.h),milligram per kilogram per 8 hour,Units,PCORnet
1,mg/kg/d,milligram per kilogram per day,Units,PCORnet
1,mg/kg/h,milligram per kilogram per hour,Units,PCORnet
1,mg/kg/min,milligram per kilogram per minute,Units,PCORnet
1,mg/L,milligram per liter,Units,PCORnet
1,mg/L{RBCs},milligram per liter of red blood cells,Units,PCORnet
1,mg/m2,milligram per square meter,Units,PCORnet
1,mg/m3,milligram per cubic meter,Units,PCORnet
1,mg/mg,milligram per milligram,Units,PCORnet
1,mg/mg{creat},milligram per milligram of creatinine,Units,PCORnet
1,mg/min,milligram per minute,Units,PCORnet
1,mg/mL,milligram per milliliter,Units,PCORnet
1,mg/mmol,milligram per millimole,Units,PCORnet
1,mg/mmol{creat},milligram per millimole of creatinine,Units,PCORnet
1,mg/wk,milligram per week,Units,PCORnet
1,mg{FEU}/L,milligram fibrinogen equivalent unit per liter,Units,PCORnet
1,min,minute,Units,PCORnet
1,min/d,minute per day,Units,PCORnet
1,min/wk,minute per week,Units,PCORnet
1,mL,milliliter,Units,PCORnet
1,mL/(10.h),milliliter per 10 hour,Units,PCORnet
1,mL/(12.h),milliliter per 12 hour,Units,PCORnet
1,mL/(2.h),milliliter per 2 hour,Units,PCORnet
1,mL/(24.h),milliliter per 24 hour,Units,PCORnet
1,mL/(4.h),milliliter per 4 hour,Units,PCORnet
1,mL/(5.h),milliliter per 5 hour,Units,PCORnet
1,mL/(6.h),milliliter per 6 hour,Units,PCORnet
1,mL/(72.h),milliliter per 72 hour,Units,PCORnet
1,mL/(8.h),milliliter per 8 hour,Units,PCORnet
1,mL/(8.h)/kg,milliliter per 8 hour per kilogram,Units,PCORnet
1,mL/[sin_i],milliliter per square inch (international),Units,PCORnet
1,mL/{beat},milliliter per heart beat,Units,PCORnet
1,mL/{beat}/m2,milliliter per heart beat per  square meter,Units,PCORnet
1,mL/cm[H2O],milliliter per centimeter of water,Units,PCORnet
1,mL/d,milliliter per day,Units,PCORnet
1,mL/dL,milliliter per deciliter,Units,PCORnet
1,mL/h,milliliter per hour,Units,PCORnet
1,mL/kg,milliliter per kilogram,Units,PCORnet
1,mL/kg/(8.h),milliliter per kilogram per 8 hour,Units,PCORnet
1,mL/kg/d,milliliter per kilogram per day,Units,PCORnet
1,mL/kg/h,milliliter per kilogram per hour,Units,PCORnet
