concept_id,concept_code,concept_name,domain_id,vocabulary_id
1,55,Small Employer Purchasing Group,Encounter,PCORnet
1,56,Specialized Stand-Alone Plan,Encounter,PCORnet
1,561,Dental,Encounter,PCORnet
1,562,Vision,Encounter,PCORnet
1,59,Other Private Insurance,Encounter,PCORnet
1,6,BLUE CROSS/BLUE SHIELD,Encounter,PCORnet
1,61,BC Managed Care,Encounter,PCORnet
1,611,BC Managed Care – HMO,Encounter,PCORnet
1,612,BC Managed Care – PPO,Encounter,PCORnet
1,613,BC Managed Care – POS,Encounter,PCORnet
1,614,BC Managed Care - Dental,Encounter,PCORnet
1,619,BC Managed Care – Other,Encounter,PCORnet
1,62,BC Insurance Indemnity,Encounter,PCORnet
1,621,BC Indemnity,Encounter,PCORnet
1,622,BC Self-insured (ERISA) Administrative Services Only (ASO)Plan,Encounter,PCORnet
1,623,BC Medicare Supplemental Plan,Encounter,PCORnet
1,629,BC Indemnity - Dental,Encounter,PCORnet
1,7,"MANAGED CARE, UNSPECIFIED (to be used only if one can't distinguish public from private)",Encounter,PCORnet
1,71,HMO,Encounter,PCORnet
1,72,PPO,Encounter,PCORnet
1,73,POS,Encounter,PCORnet
1,79,Other Managed Care,Encounter,PCORnet
1,8,NO PAYMENT from an Organization/Agency/Program/Private Payer Listed,Encounter,PCORnet
1,81,Self-pay (Includes applicants for insurance and Medicaid applicants),Encounter,PCORnet
1,82,No Charge,Encounter,PCORnet
1,821,Charity,Encounter,PCORnet
1,822,Professional Courtesy,Encounter,PCORnet
1,823,Research/Clinical Trial,Encounter,PCORnet
1,83,Refusal to Pay/Bad Debt,Encounter,PCORnet
1,84,Hill Burton Free Care,Encounter,PCORnet
1,85,Research/Donor,Encounter,PCORnet
1,89,"No Payment, Other",Encounter,PCORnet
1,9,MISCELLANEOUS/OTHER,Encounter,PCORnet
1,91,Foreign National,Encounter,PCORnet
1,92,Other (Non-government),Encounter,PCORnet
1,93,Disability Insurance,Encounter,PCORnet
1,94,Long-term Care Insurance,Encounter,PCORnet
1,95,Worker's Compensation,Encounter,PCORnet
1,951,Worker's Comp HMO,Encounter,PCORnet
1,953,Worker's Comp Fee-for-Service,Encounter,PCORnet
1,954,Worker’s Comp Other Managed Care,Encounter,PCORnet
1,959,"Worker's Comp, Other unspecified",Encounter,PCORnet
1,96,Auto Insurance (includes no fault),Encounter,PCORnet
1,97,Legal Liability / Liability Insurance,Encounter,PCORnet
1,98,Other specified but not otherwise classifiable (includes Hospice - Unspecified plan),Encounter,PCORnet
1,99,No Typology Code available for payment source,Encounter,PCORnet
1,9999,Unavailable / No Payer Specified / Blank,Encounter,PCORnet
1,NI,No information,Encounter,PCORnet
1,OT,Other,Encounter,PCORnet
1,UN,Unknown,Encounter,PCORnet
